10820333,1.7,1312588791,8/5/11 23:59,2011/08/05 16:59:50 PDT,"67.1 km (  41.7 mi) NW  ( 308. azimuth) from Klamath Falls, OR",42.5973,-122.4247,17.5,10.8
61022161,2.6,1432459295,5/24/15 9:21,2015/05/24 02:21:34 PDT,"11.1 km (   6.9 mi) E   (  99. azimuth) from Monroe, WA",47.8412,-121.8245,20.2,12.5
10815628,1.5,1304024088,4/28/11 20:54,2011/04/28 13:54:47 PDT,"26.1 km (  16.2 mi) E   (  83. azimuth) from Centralia, WA",46.7452,-122.62,0,0
60479011,2.3,1350767870,10/20/12 21:17,2012/10/20 14:17:50 PDT,"67.6 km (  42.0 mi) W   ( 267. azimuth) from Penticton, BC",49.4707,-120.5175,0,0
60072113,0.7,1407466882,8/8/14 3:01,2014/08/07 20:01:22 PDT,"11.7 km (   7.2 mi) N   ( 360. azimuth) from Morton, WA",46.6632,-122.2752,16.3,10.1
60474897,0.7,1352998594,11/15/12 16:56,2012/11/15 08:56:33 PST,"26.6 km (  16.6 mi) NW  ( 317. azimuth) from Skykomish, WA",47.8827,-121.605,5.3,3.3
60461987,2.1,1349838434,10/10/12 3:07,2012/10/09 20:07:13 PDT,"8.9 km (   5.5 mi) WNW ( 292. azimuth) from Kirkland, Wa",47.7113,-122.3172,32,19.8
60489241,2.5,1353795673,11/24/12 22:21,2012/11/24 14:21:13 PST,"66.1 km (  41.1 mi) W   ( 263. azimuth) from Penticton, BC",49.4252,-120.4907,0,0
10828423,1.9,1316201479,9/16/11 19:31,2011/09/16 12:31:18 PDT,"29.4 km (  18.2 mi) N   ( 360. azimuth) from Portland, OR",45.799,-122.6212,14.4,8.9
60456612,0.6,1348737770,9/27/12 9:22,2012/09/27 02:22:49 PDT,"54.8 km (  34.1 mi) SW  ( 236. azimuth) from The Dalles, OR",45.316,-121.7528,6.5,4
10785973,0.9,1265631691,2/8/10 12:21,2010/02/08 04:21:31 PST,"2.2 km (   1.4 mi) NNW ( 327. azimuth) from Hanford-400, WA",46.3858,-119.2937,0,0
60845567,0.8,1408114492,8/15/14 14:54,2014/08/15 07:54:52 PDT,"21.8 km (  13.6 mi) NW  ( 324. azimuth) from Granite Falls, WA",48.2433,-122.1397,14.4,8.9
60538481,2,1370908186,6/10/13 23:49,2013/06/10 16:49:45 PDT,"75.7 km (  47.0 mi) SSW ( 214. azimuth) from Bend, OR",43.4913,-121.8292,0,0
60490302,1.1,1357677260,1/8/13 20:34,2013/01/08 12:34:19 PST,"1.4 km (   0.9 mi) NNE (  25. azimuth) from Granite Falls, WA",48.0955,-121.96,0,0
60731281,1.9,1395958598,3/27/14 22:16,2014/03/27 15:16:37 PDT,"7.8 km (   4.8 mi) NW  ( 312. azimuth) from Longview, WA",46.1832,-123.0177,0,0
10806928,1.2,1291460485,12/4/10 11:01,2010/12/04 03:01:25 PST,"8.6 km (   5.4 mi) WSW ( 248. azimuth) from Monroe, WA",47.8272,-122.0792,19.4,12
